100 51 1.0 0.06943902749825391 0.0 0.0 0.5997700750827789
200 76 1.0 0.06669793699494145 0.0 0.0 0.487300 120 1.0 0.300 95 1.0 0.059656102501429144 0.0 0.0 0.32999400 147 1.0 400 112 1.0 0.06935258750176755 0.0 0.0 0.55774500 175 1.0 500 134 1.0 0.06978456558422112 0.0 0.0 0.6349999600 198 1.600 149 1.0 0.09559894270613363 0.0 0.0 0.89957552700 223 1700 161 1.0 0.09968864433012042 0.0 0.0 0.89999420800 246 1800 175 1.0 0.10014847659058213 0.0 0.0 0.89999594900 256 1900 187 1.0 0.0943132319886623 0.0 0.0 0.8996801941000 2731000 197 1.0 0.0923645400632351 0.0 0.0 0.8991568422311100 1100 209 1.0 0.09102962762536429 0.0 0.0 0.859368500709512001200 218 1.0 0.09704486003431678 0.0 0.0 0.8999950754642487
1300 226 1.0 0.09625597542670691 0.0 0.0 0.899732530117035
1400 236 1.0 0.10078939299781974 0.0 0.0 0.8999956548213959
1500 248 1.0 0.10371264151775485 0.0 0.0 0.8996278595924379
1600 255 1.0 0.10595473582053861700 325 1.0 0.103742200886211700 259 1.0 0.10813760099392771800 333 1.0 0.105576898847411800 263 1.0 0.1097902460867883 0.0 0.0 0.891900 338 1.0 0.1900 265 1.0 0.11109396362655252000 350 1.02000 344 1.0 0.072000 269 1.0 0.11007813300919452100 361 1.2100 352 1.0 0.0722100 274 1.0 0.12200 365 1.0 0.104779398462200 359 1.0 0.0712200 277 1.0 0.12300 373 1.0 0.106237140002302300 285 1.0 0.11986301090115249 0.0 0.0 1.0
2400 293 1.0 0.1186612587837742500 393 1.0 0.2500 298 1.0 0.11878292576362535 0.0 0.0 1.0
2600 302 1.0 0.11820301374337516 0.0 0.0 0.9999999809265137
2700 308 1.0 0.11784651771263749 0.0 0.0 0.9999998664855957
2800 319 1.0 0.11904106616555685 0.0 0.0 0.9999996566772462
2900 325 1.0 0.11720178088048211 0.0 0.0 0.993000 434 1.4 0.3000 331 1.0 0.11537939215903488 0.0 0.0 0.973100 437 1.4 0.3100 338 1.0 0.11373156082486746 0.0 0.0 0.963200 446 1.4 0.3200 340 1.0 0.11407139449857545 0.0 0.0 0.9577459104920859
3300 344 1.0 0.11362828932645835 0.0 0.0 0.9471937264534044
3400 347 1.0 0.11235780224598235 0.0 0.0 0.9388654217851575
3500 348 1.0 0.11260952108472372 1.0642037987879782e-55 0.0 0.9360893202293700 3600 353 1.0 0.11186711187677979 2.128403800 483 1.4 0.10958050533950581 0.0 0.3700 33900 487 1.4 0.11077478919102304 0.0 0.0 0.8056609345972537
4000 494 1.4 0.10996668337532044 0.0 0.0 0.8028304672986267
4100 504 1.4 0.10842717529559687 0.0 0.0 0.8
4200 510 1.4 0.10768372476368832 0.0 0.0 0.8
4300 511 1.4 0.10982516706466076 0.0 0.0 0.8040435247123242
4400 513 1.4 0.11025926468541147 1.5830265470252528e-46 0.0 0.8032348197698592
4500 519 1.4 0.1093770485178594 1.5830265470252528e-46 0.0 0.8008087049424646
4600 523 1.4 0.10854051277450147 1.0983052436390684e-40 0.0 0.8
4700 528 1.4 0.10804244740166788 7.915132735126264e-47 0.0 0.8052565821260212
4800 534 1.4 0.1096328170334248 5.9519913324016734e-40 0.0 0.8401582299917906
4900 537 1.4 0.10902034319524924 1.0983052436390684e-40 0.0 0.8264134383201589
5000 539 1.4 0.1089868708921972 1.975993899770348e-40 0.0 0.8172502438724011
5100 543 1.4 0.11182583615519597 1.0983052436390684e-40 0.0 0.8999718993902207
5200 550 1.4 0.11305323328272765 5.9519913324016734e-40 0.0 0.9
5300 553 1.4 0.11406532869169862 1.2444295472165898e-39 0.0 0.9
5400 558 1.4 0.11196796911579716 5.9519913324016734e-40 0.0 0.9
5500 560 1.4 0.11475022119777416 2.020701438245269e-38 0.0 0.9
5600 565 1.4 0.1157106962237314 1.2444295472165898e-39 0.0 0.9
5700 570 1.4 0.1152034703842145 2.3073313723264864e-33 0.0 0.9
5800 574 1.4 0.1145822373769007 1.1186142118599447e-39 0.0 0.9
